Data Consegna,Numero Cluster Serviti,Numero Clienti,Distanza Totale Stimata (km),Percorso Ottimo (NN),Cluster Percorso
2026-04-27,1,6,65.31,"[13570, 585083, 587035, 584786, 401108, 557578]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-04-29,1,4,16.23,"[578388, 405723, 15082, 588565]","['1_0', '1_0', '1_0', '1_0']"
2026-04-30,1,5,57.94,"[402587, 581844, 406433, 604065, 401692]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-01,1,5,33.22,"[11617, 15262, 582157, 17353, 587790]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-02,1,5,113.7,"[557387, 557446, 558425, 558053, 588445]","['0_0', '0_0', '0_0', '0_0', '0_0']"
2026-05-03,1,5,26.83,"[12693, 575734, 585343, 406239, 405394]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-04,1,11,139.46,"[558386, 588060, 557981, 580512, 557366, 557597, 557026, 557824, 586854, 557030, 557034]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-05-05,1,9,143.9,"[588913, 579979, 404567, 585206, 402249, 402851, 604715, 576691, 401370]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-05-06,2,13,218.49,"[588207, 584577, 586776, 582653, 17009, 582446, 587062, 585391, 405794, 404269, 402625, 557165, 401911]","['1_0', '1_0', '1_0', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2026-05-09,1,7,45.85,"[401515, 584948, 401045, 404768, 583451, 578626, 575771]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-11,2,8,138.0,"[583539, 584169, 404593, 576851, 403192, 401829, 403937, 578565]","['0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0']"
2026-05-12,1,4,9.79,"[10847, 14233, 15431, 405812]","['1_0', '1_0', '1_0', '1_0']"
2026-05-14,2,10,114.57,"[402984, 401985, 584593, 16331, 587045, 404870, 579970, 579802, 586314, 403794]","['0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-15,2,10,142.58,"[406484, 585979, 405919, 405656, 404862, 580462, 406249, 400877, 587019, 584886]","['0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-17,1,4,100.51,"[575799, 401427, 400751, 577372]","['0_1', '0_1', '0_1', '0_1']"
2026-05-18,1,5,25.97,"[13944, 406515, 587398, 401053, 587180]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-19,1,7,57.74,"[17466, 404411, 588656, 14342, 401093, 404550, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-21,1,5,111.86,"[401949, 587857, 404081, 577222, 10500]","['0_1', '0_1', '0_1', '0_1', '0_1']"
2026-05-22,1,7,112.06,"[14240, 585484, 17010, 587436, 402859, 582776, 582678]","['2', '2', '2', '2', '2', '2', '2']"
2026-05-24,1,6,46.96,"[405804, 403706, 587849, 584896, 575358, 557679]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-25,2,8,118.13,"[401040, 401714, 577302, 584503, 402353, 401076, 584565, 584818]","['0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0']"
2026-05-26,1,5,17.27,"[405547, 17338, 11706, 576715, 588499]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-05-27,1,9,117.72,"[402841, 587642, 402832, 403522, 584127, 16831, 403590, 582563, 575723]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-05-28,2,15,154.76,"[557985, 557277, 587654, 557443, 557812, 586591, 557469, 554233, 557571, 586898, 582775, 400498, 588548, 557973, 557954]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-01,1,11,141.79,"[400980, 585937, 584160, 583996, 405980, 576628, 586311, 405926, 402797, 403963, 403453]","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']"
2026-06-03,1,4,28.65,"[400672, 405831, 406237, 16734]","['1_0', '1_0', '1_0', '1_0']"
2026-06-04,2,16,165.93,"[558125, 587250, 576202, 605299, 585190, 558246, 554572, 558076, 557243, 557397, 585011, 587730, 400944, 588700, 15743, 402750]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-05,1,4,23.25,"[404015, 587971, 404808, 588661]","['1_0', '1_0', '1_0', '1_0']"
2026-06-06,2,21,283.08,"[402766, 586294, 402008, 401894, 402106, 13341, 16881, 17728, 16201, 550777, 585701, 557627, 557513, 576457, 586406, 558224, 578360, 557439, 557537, 557288, 558391]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2026-06-08,1,6,25.39,"[406440, 586529, 585779, 406287, 578750, 584393]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-10,1,4,22.5,"[15587, 404639, 405782, 588234]","['1_0', '1_0', '1_0', '1_0']"
2026-06-11,2,28,289.18,"[557817, 558101, 557844, 603616, 558365, 557442, 554269, 555339, 577316, 557714, 581727, 557819, 557061, 552192, 557368, 557804, 557802, 575953, 401911, 588648, 403003, 405281, 588104, 584815, 584446, 404272, 577895, 557503]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2026-06-12,2,14,209.16,"[401059, 402377, 405466, 581257, 588755, 401489, 577965, 401065, 584134, 404810, 586496, 586251, 585547, 577452]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-13,1,6,115.23,"[558274, 557223, 558163, 557672, 588899, 587418]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2026-06-14,1,4,21.78,"[13571, 400356, 406433, 604065]","['1_0', '1_0', '1_0', '1_0']"
2026-06-15,1,3,13.03,"[603830, 400705, 587355]","['1_0', '1_0', '1_0']"
2026-06-16,1,4,20.73,"[587868, 404166, 15745, 405499]","['1_0', '1_0', '1_0', '1_0']"
2026-06-17,1,7,38.87,"[577865, 404276, 582766, 584059, 12079, 402498, 15565]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-18,1,7,40.53,"[578121, 582443, 585340, 588041, 401437, 584786, 586334]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-20,2,11,188.73,"[14643, 406140, 404543, 584169, 401983, 582188, 584716, 580342, 405082, 404191, 13520]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0']"
2026-06-21,1,5,45.05,"[400323, 584577, 16100, 405630, 401200]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-22,1,5,42.87,"[585166, 584363, 584913, 401615, 11824]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-23,2,14,159.93,"[557981, 557444, 584147, 577070, 557726, 553497, 553130, 588565, 401698, 587676, 582645, 557578, 558127, 575771]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-24,3,27,269.9,"[553783, 557797, 585302, 584811, 557106, 583593, 558423, 558241, 584410, 584373, 405451, 584558, 588207, 14998, 406249, 585381, 17293, 10619, 587147, 576958, 404927, 405084, 588649, 578013, 400357, 11384, 405794]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2026-06-25,2,15,195.75,"[585798, 585934, 402376, 405945, 604715, 404068, 588494, 577531, 576957, 585717, 576486, 585840, 585377, 403767, 575690]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-06-29,2,10,131.17,"[405964, 402919, 576568, 403905, 406043, 587517, 583167, 12693, 584504, 15046]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0']"
2026-06-30,2,13,176.2,"[588303, 404869, 401985, 405031, 576691, 585394, 584681, 400741, 405917, 403209, 581844, 587452, 585560]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0']"
2026-07-02,2,11,142.0,"[586937, 588362, 558403, 558053, 557753, 579926, 400637, 16182, 585375, 580048, 401108]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-03,1,10,104.49,"[558137, 557105, 557879, 587862, 586283, 557923, 576459, 557574, 588249, 557017]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2026-07-05,1,4,21.21,"[580462, 12692, 17264, 17758]","['1_0', '1_0', '1_0', '1_0']"
2026-07-06,1,4,92.74,"[558401, 578385, 584670, 558187]","['0_0', '0_0', '0_0', '0_0']"
2026-07-07,1,6,113.1,"[551241, 557877, 557846, 554228, 587369, 557276]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-07-08,1,4,11.2,"[401715, 405059, 575734, 405423]","['1_0', '1_0', '1_0', '1_0']"
2026-07-09,1,3,14.23,"[587799, 587134, 401053]","['1_0', '1_0', '1_0']"
2026-07-10,1,4,36.8,"[401061, 401918, 17792, 557954]","['1_0', '1_0', '1_0', '1_0']"
2026-07-12,1,4,17.16,"[588072, 583213, 585477, 404550]","['1_0', '1_0', '1_0', '1_0']"
2026-07-13,1,6,34.7,"[10847, 585984, 403937, 17353, 17195, 400486]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-14,1,9,107.84,"[557744, 557440, 557443, 587017, 557597, 558295, 557120, 558432, 558165]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-07-15,1,12,124.78,"[558243, 557327, 587733, 557107, 557227, 557332, 581287, 586603, 578223, 557673, 585040, 557945]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2026-07-16,1,7,58.29,"[405871, 586733, 401074, 403511, 587296, 580188, 557690]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-18,1,4,37.84,"[400474, 400993, 576715, 583740]","['1_0', '1_0', '1_0', '1_0']"
2026-07-20,1,3,22.53,"[587730, 10604, 587180]","['1_0', '1_0', '1_0']"
2026-07-21,1,7,58.33,"[588700, 400877, 584622, 584353, 588499, 578626, 558205]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-23,1,8,125.21,"[558386, 558101, 587016, 557459, 557914, 555436, 584840, 582954]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-07-24,1,7,43.69,"[586240, 585083, 402296, 403252, 585017, 584886, 576527]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-27,1,7,44.34,"[11284, 587551, 401515, 580318, 15778, 587019, 16362]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-29,2,12,138.83,"[553948, 557441, 587250, 557674, 586674, 586576, 557610, 406440, 400672, 587971, 406433, 604065]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-07-30,1,14,179.05,"[402984, 588913, 588380, 578624, 581139, 404593, 402354, 404196, 405440, 402008, 577302, 16201, 17728, 400768]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-07-31,1,6,100.93,"[557277, 603616, 576660, 558371, 557384, 580041]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-08-01,1,8,40.47,"[403042, 585473, 579909, 585403, 404015, 401829, 585046, 557973]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-02,1,4,32.37,"[404870, 578037, 405012, 405789]","['1_0', '1_0', '1_0', '1_0']"
2026-08-04,1,8,41.12,"[15262, 587868, 588656, 584577, 587084, 577856, 400986, 575358]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-05,1,9,146.8,"[587999, 583410, 587501, 576261, 17010, 401309, 14971, 584847, 584181]","['2', '2', '2', '2', '2', '2', '2', '2', '2']"
2026-08-08,2,14,158.25,"[558354, 588060, 557981, 557697, 554160, 552331, 558106, 558425, 577865, 405547, 15431, 12740, 583451, 575771]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-09,2,15,150.3,"[585779, 578649, 584786, 15269, 588110, 582653, 584163, 16248, 582303, 584086, 404269, 405794, 557487, 584815, 582960]","['1_0', '1_0', '1_0', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2026-08-10,1,8,84.23,"[403234, 588835, 588207, 406515, 405782, 585343, 401533, 586776]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-11,1,12,149.64,"[583539, 585933, 16656, 17814, 403281, 401240, 604715, 587480, 405523, 404734, 402766, 586878]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-08-13,1,14,130.14,"[557588, 580254, 557061, 557368, 554071, 578480, 586580, 581190, 557468, 557181, 554269, 557026, 557446, 557117]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-08-16,1,8,126.7,"[578628, 406273, 604199, 603922, 584770, 11395, 405475, 404773]","['2', '2', '2', '2', '2', '2', '2', '2']"
2026-08-17,1,17,76.46,"[404862, 17338, 10515, 584344, 405831, 587775, 405546, 403720, 406477, 588565, 404810, 406239, 403445, 586714, 584243, 557578, 586938]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-20,1,9,127.17,"[14240, 585484, 582104, 586515, 405636, 405290, 584160, 576952, 583444]","['2', '2', '2', '2', '2', '2', '2', '2', '2']"
2026-08-24,1,6,14.41,"[582443, 12693, 584818, 404768, 401698, 404166]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-25,1,9,142.06,"[405941, 401985, 402376, 16331, 402851, 587642, 588755, 577372, 588494]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-08-27,2,7,139.07,"[403522, 576691, 16831, 582188, 580462, 401118, 584885]","['0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0']"
2026-08-28,1,5,86.04,"[11706, 401045, 13394, 585603, 575690]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-08-29,2,10,150.46,"[404980, 576841, 577222, 580342, 14771, 17466, 587398, 401053, 588548, 577727]","['0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-02,1,13,91.65,"[13570, 585166, 576957, 400705, 579970, 405082, 581844, 15743, 406237, 588661, 404441, 557679, 404550]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-05,1,6,117.44,"[10871, 405940, 576851, 403423, 575723, 400393]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-09-06,1,5,28.69,"[404411, 588700, 577823, 584134, 587650]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-07,1,4,33.52,"[582157, 406085, 584393, 11824]","['1_0', '1_0', '1_0', '1_0']"
2026-09-08,1,4,30.89,"[584558, 403662, 587035, 401108]","['1_0', '1_0', '1_0', '1_0']"
2026-09-09,1,3,43.14,"[405630, 403767, 587325]","['1_0', '1_0', '1_0']"
2026-09-10,2,13,163.73,"[587857, 405656, 576568, 584503, 405917, 10953, 585919, 578121, 14998, 576715, 405040, 586898, 401692]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-12,1,5,34.56,"[10847, 585717, 575734, 404639, 402587]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-14,1,5,33.62,"[404426, 578388, 403937, 576486, 588499]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-16,1,7,41.91,"[17758, 587355, 16182, 404650, 584059, 400498, 585377]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-18,2,14,153.12,"[404869, 401949, 585934, 402008, 13341, 402832, 406484, 577965, 404601, 17728, 406428, 400323, 405337, 405499]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0']"
2026-09-21,1,5,35.45,"[406440, 587971, 16582, 587180, 15565]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-22,1,4,22.42,"[401076, 12692, 406271, 17792]","['1_0', '1_0', '1_0', '1_0']"
2026-09-24,1,6,30.23,"[405451, 405812, 583176, 17353, 17264, 406287]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-25,1,6,36.83,"[400672, 404015, 587868, 405423, 401615, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-09-29,2,13,156.53,"[575799, 405964, 402919, 401059, 585206, 400751, 405404, 402685, 403590, 577865, 401061, 405723, 400877]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0']"
2026-09-30,2,7,146.48,"[401427, 577314, 575871, 12578, 588072, 588207, 584786]","['0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0']"
2026-10-01,3,25,358.96,"[558386, 557277, 580512, 586234, 585200, 580509, 587873, 557877, 557970, 557068, 557802, 557469, 558301, 405945, 584593, 402249, 402142, 604715, 405919, 402377, 577531, 10500, 586496, 578626, 578750]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0']"
2026-10-02,1,5,37.04,"[401715, 402118, 587452, 584886, 585547]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-04,1,8,60.55,"[15587, 13944, 588234, 586251, 584896, 585381, 13802, 557973]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-08,1,11,132.7,"[585702, 557466, 557797, 583333, 558224, 588899, 576457, 557554, 587733, 586603, 584373]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2026-10-10,1,9,45.55,"[586529, 582766, 400944, 588565, 587019, 404191, 405782, 585779, 403794]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-13,1,16,157.23,"[402984, 588913, 586294, 587132, 584716, 401220, 401985, 402766, 403192, 404593, 578624, 577302, 585979, 16201, 583047, 12562]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-10-15,2,18,167.91,"[557817, 586937, 557772, 576202, 587017, 554269, 585190, 557247, 584147, 557819, 557061, 557368, 575510, 403706, 401515, 401200, 575358, 557578]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-18,1,10,33.53,"[404276, 586733, 16100, 12813, 585340, 14342, 405670, 580462, 17195, 585840]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-19,1,5,31.14,"[585083, 12693, 404659, 15082, 402498]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-21,1,7,43.33,"[405547, 588656, 400356, 401829, 404870, 401053, 558205]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-22,2,19,249.07,"[557387, 587654, 557518, 558273, 557571, 550777, 585701, 557106, 555220, 558168, 586406, 576512, 585672, 576459, 578360, 557439, 557644, 555421, 578223]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2026-10-24,1,6,32.48,"[12172, 401074, 585038, 404810, 585375, 404550]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-27,1,7,54.83,"[405059, 401698, 404166, 577874, 15046, 403252, 402750]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-10-28,1,3,19.06,"[11284, 586663, 405394]","['1_0', '1_0', '1_0']"
2026-10-29,1,18,154.82,"[588060, 557846, 557697, 557442, 584670, 588362, 557468, 587369, 586576, 558076, 583315, 581727, 557726, 558053, 557276, 557804, 557753, 555339]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2026-10-31,1,5,54.24,"[603830, 582443, 405831, 585821, 575690]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-01,1,7,117.28,"[576261, 405607, 587436, 586515, 583996, 581525, 403786]","['2', '2', '2', '2', '2', '2', '2']"
2026-11-02,1,7,26.38,"[15431, 576715, 581844, 585984, 587849, 583451, 405943]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-05,1,12,177.36,"[588380, 401040, 588755, 587642, 584503, 402106, 405466, 582188, 587857, 404567, 15428, 582563]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-11-07,1,7,36.07,"[17338, 13571, 585473, 15262, 582775, 406515, 583740]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-08,1,3,38.47,"[576957, 588499, 582645]","['1_0', '1_0', '1_0']"
2026-11-09,1,4,40.4,"[579909, 584353, 578037, 587790]","['1_0', '1_0', '1_0', '1_0']"
2026-11-10,1,6,128.64,"[587999, 14240, 401309, 403160, 587260, 584160]","['2', '2', '2', '2', '2', '2']"
2026-11-12,2,13,79.07,"[580342, 587045, 585166, 402296, 584948, 403511, 575953, 582653, 404153, 16185, 15614, 584446, 557503]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2026-11-14,1,5,74.73,"[10847, 580318, 400486, 401108, 586776]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-15,1,3,22.43,"[400474, 405082, 401065]","['1_0', '1_0', '1_0']"
2026-11-16,1,5,17.04,"[404862, 406256, 575734, 403937, 585343]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-17,3,34,432.78,"[557744, 557459, 553948, 557444, 557812, 557417, 587250, 557674, 580254, 558165, 557243, 553130, 557914, 557714, 557034, 553783, 558163, 558391, 588249, 577712, 558172, 553968, 558241, 585040, 577781, 557047, 580443, 558274, 554343, 577705, 582303, 576575, 587095, 557165]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '1_1', '1_1', '1_1', '1_1', '1_1']"
2026-11-18,1,5,19.09,"[405804, 404015, 400705, 587084, 585477]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-21,2,13,163.41,"[558125, 587016, 558426, 557446, 557030, 586854, 558187, 553497, 584840, 17293, 17009, 582446, 402625]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_1', '1_1', '1_1', '1_1']"
2026-11-23,1,10,53.01,"[587705, 400672, 584558, 584565, 587296, 11770, 584818, 587180, 11824, 403767]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-11-26,1,15,158.06,"[583539, 14643, 406484, 584127, 406043, 403522, 585394, 406140, 577372, 16331, 576568, 402841, 404543, 17814, 16831]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2026-11-30,1,9,52.01,"[11706, 14998, 585717, 17758, 585560, 405630, 588661, 588548, 558127]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-01,2,18,147.02,"[557985, 557277, 557441, 558175, 557844, 557597, 586591, 557026, 581190, 557397, 582954, 16182, 587676, 15743, 584134, 406239, 406237, 578565]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-03,1,7,26.74,"[578121, 12740, 400877, 404768, 583167, 576486, 585017]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-07,1,6,39.0,"[400637, 579802, 17353, 17792, 584393, 557973]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-08,1,4,39.97,"[584344, 403720, 584363, 585377]","['1_0', '1_0', '1_0', '1_0']"
2026-12-11,3,30,346.15,"[551241, 557877, 554228, 578385, 554269, 557120, 580041, 577316, 577070, 557061, 554071, 585011, 404869, 585934, 401486, 402353, 404196, 402851, 401240, 404081, 587517, 16201, 575723, 405871, 12692, 405782, 585046, 584886, 585779, 557578]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-12,1,5,23.05,"[17466, 405423, 587398, 578649, 578626]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2026-12-14,1,4,34.23,"[403209, 584504, 17264, 557679]","['1_0', '1_0', '1_0', '1_0']"
2026-12-15,1,4,12.38,"[587799, 585403, 404639, 403445]","['1_0', '1_0', '1_0', '1_0']"
